text,emotion
माझे मन रागावलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
आज मी खूप आनंदी वाटत आहे या बातमीमुळे 😀,joy
खरं सांगायचं तर मी आश्चर्यचकित महसूस करत आहे या क्षणी 😲,surprise
आज मी आश्चर्यचकित अनुभवत आहे हे ऐकल्यावर 😲,surprise
माझे मन सामान्य महसूस करत आहे हे ऐकल्यावर 😐,neutral
आज मी रागावलेला वाटत आहे या क्षणी 😡,anger
मी भीती वाटत आहे अनुभवत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी भावूक अनुभवत आहे या बातमीमुळे 😢,sadness
आत्ता मी चिंताग्रस्त अनुभवत आहे या बातमीमुळे 😨,fear
आज मी खूप संतापलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
मी खूप संतापलेला वाटत आहे या क्षणी 😡,anger
खरं सांगायचं तर मी चिंताग्रस्त वाटत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी भीती वाटत आहे वाटत आहे हे ऐकल्यावर 😨,fear
आत्ता मी भावूक वाटत आहे हे ऐकल्यावर 😢,sadness
मी खूप संतापलेला अनुभवत आहे या बातमीमुळे 😡,anger
आज मी चिडलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन रागावलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
खरं सांगायचं तर मी चिडलेला महसूस करत आहे या क्षणी 😡,anger
माझे मन उत्साहित अनुभवत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप प्रेम वाटत आहे वाटत आहे या परिस्थितीबद्दल ❤️,love
मी घाबरलेला अनुभवत आहे या बातमीमुळे 😨,fear
माझे मन चिंताग्रस्त अनुभवत आहे या क्षणी 😨,fear
आज मी सामान्य वाटत आहे या क्षणी 😐,neutral
मी खूप आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
खरं सांगायचं तर मी प्रेमाने भरलेला अनुभवत आहे या परिस्थितीबद्दल ❤️,love
आज मी आनंदी अनुभवत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी घाबरलेला महसूस करत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी चिंताग्रस्त अनुभवत आहे या क्षणी 😨,fear
माझे मन दुःखी महसूस करत आहे या बातमीमुळे 😢,sadness
मी भावूक महसूस करत आहे या बातमीमुळे 😢,sadness
माझे मन आश्चर्यचकित वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आत्ता मी घाबरलेला महसूस करत आहे या बातमीमुळे 😨,fear
मी आश्चर्यचकित वाटत आहे या परिस्थितीबद्दल 😲,surprise
मी आनंदी अनुभवत आहे या क्षणी 😀,joy
आज मी सामान्य महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
आज मी धक्का बसलेला महसूस करत आहे या क्षणी 😲,surprise
मी प्रेमाने भरलेला वाटत आहे आजच्या घटनेबद्दल ❤️,love
आज मी खूप आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
आज मी खुश वाटत आहे हे ऐकल्यावर 😀,joy
मी खुश वाटत आहे या परिस्थितीबद्दल 😀,joy
आज मी भीती वाटत आहे महसूस करत आहे या क्षणी 😨,fear
आज मी चिडलेला अनुभवत आहे या बातमीमुळे 😡,anger
माझे मन दुःखी महसूस करत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी भावूक अनुभवत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी खूप उदास महसूस करत आहे हे ऐकल्यावर 😢,sadness
आज मी खूप उदास अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
मी खूप प्रेम वाटत आहे वाटत आहे आजच्या घटनेबद्दल ❤️,love
आत्ता मी भीती वाटत आहे वाटत आहे या क्षणी 😨,fear
मी भावूक अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी शांत वाटत आहे हे ऐकल्यावर 😐,neutral
खरं सांगायचं तर मी प्रेमाने भरलेला महसूस करत आहे हे ऐकल्यावर ❤️,love
मी आश्चर्यचकित वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आत्ता मी ठीक अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन सामान्य अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
माझे मन भावूक अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी उत्साहित वाटत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन दुःखी महसूस करत आहे या क्षणी 😢,sadness
मी खूप संतापलेला अनुभवत आहे या क्षणी 😡,anger
खरं सांगायचं तर मी सामान्य वाटत आहे हे ऐकल्यावर 😐,neutral
मी धक्का बसलेला महसूस करत आहे या क्षणी 😲,surprise
माझे मन ठीक महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
आज मी उत्साहित वाटत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप प्रेम वाटत आहे महसूस करत आहे या परिस्थितीबद्दल ❤️,love
मी खूप उदास महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
आज मी शांत महसूस करत आहे या बातमीमुळे 😐,neutral
खरं सांगायचं तर मी दुःखी वाटत आहे या क्षणी 😢,sadness
आत्ता मी खूप आनंदी वाटत आहे आजच्या घटनेबद्दल 😀,joy
मी खूप प्रेम वाटत आहे अनुभवत आहे हे ऐकल्यावर ❤️,love
आज मी खूप संतापलेला महसूस करत आहे या बातमीमुळे 😡,anger
माझे मन भावूक महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
मी खूप प्रेम वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
आज मी खूप संतापलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
माझे मन भीती वाटत आहे वाटत आहे हे ऐकल्यावर 😨,fear
माझे मन खूप संतापलेला अनुभवत आहे या बातमीमुळे 😡,anger
आज मी खूप प्रेम वाटत आहे अनुभवत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी दुःखी अनुभवत आहे या बातमीमुळे 😢,sadness
आत्ता मी खुश वाटत आहे या बातमीमुळे 😀,joy
माझे मन चिडलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
मी घाबरलेला वाटत आहे या बातमीमुळे 😨,fear
आज मी खूप प्रेम वाटत आहे अनुभवत आहे या क्षणी ❤️,love
खरं सांगायचं तर मी ठीक अनुभवत आहे या क्षणी 😐,neutral
मी खूप आनंदी महसूस करत आहे या बातमीमुळे 😀,joy
आज मी खुश अनुभवत आहे या बातमीमुळे 😀,joy
खरं सांगायचं तर मी आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
मी आश्चर्यचकित महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन घाबरलेला महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी सामान्य वाटत आहे या क्षणी 😐,neutral
आत्ता मी शांत अनुभवत आहे या क्षणी 😐,neutral
खरं सांगायचं तर मी रागावलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी खूप आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
आत्ता मी भीती वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन आश्चर्यचकित महसूस करत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी खुश अनुभवत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप प्रेम वाटत आहे वाटत आहे आजच्या घटनेबद्दल ❤️,love
माझे मन चिडलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
आत्ता मी खुश महसूस करत आहे या परिस्थितीबद्दल 😀,joy
मी भीती वाटत आहे अनुभवत आहे या परिस्थितीबद्दल 😨,fear
आज मी आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप संतापलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
मी धक्का बसलेला महसूस करत आहे या बातमीमुळे 😲,surprise
माझे मन खूप प्रेम वाटत आहे महसूस करत आहे हे ऐकल्यावर ❤️,love
आज मी भावूक अनुभवत आहे या बातमीमुळे 😢,sadness
माझे मन प्रेमाने भरलेला अनुभवत आहे या क्षणी ❤️,love
आत्ता मी चिंताग्रस्त अनुभवत आहे या क्षणी 😨,fear
आत्ता मी प्रेमाने भरलेला अनुभवत आहे आजच्या घटनेबद्दल ❤️,love
माझे मन आश्चर्यचकित महसूस करत आहे या क्षणी 😲,surprise
खरं सांगायचं तर मी दुःखी महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी चिंताग्रस्त अनुभवत आहे हे ऐकल्यावर 😨,fear
आत्ता मी आनंदी अनुभवत आहे या क्षणी 😀,joy
मी खूप संतापलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
मी आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
आज मी धक्का बसलेला महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी रागावलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी आनंदी महसूस करत आहे या बातमीमुळे 😀,joy
आज मी आश्चर्यचकित वाटत आहे या बातमीमुळे 😲,surprise
माझे मन घाबरलेला वाटत आहे आजच्या घटनेबद्दल 😨,fear
आज मी भावूक अनुभवत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी आश्चर्यचकित महसूस करत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी चिडलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
मी प्रेमाने भरलेला वाटत आहे या परिस्थितीबद्दल ❤️,love
मी सामान्य वाटत आहे हे ऐकल्यावर 😐,neutral
मी शांत महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
खरं सांगायचं तर मी रागावलेला वाटत आहे हे ऐकल्यावर 😡,anger
मी खूप आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
माझे मन शांत महसूस करत आहे या बातमीमुळे 😐,neutral
मी भावूक वाटत आहे हे ऐकल्यावर 😢,sadness
खरं सांगायचं तर मी खूप संतापलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी शांत अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी घाबरलेला वाटत आहे आजच्या घटनेबद्दल 😨,fear
आत्ता मी रागावलेला वाटत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी चिडलेला महसूस करत आहे या बातमीमुळे 😡,anger
खरं सांगायचं तर मी चिडलेला अनुभवत आहे या बातमीमुळे 😡,anger
मी आश्चर्यचकित अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
आज मी चिंताग्रस्त महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आज मी धक्का बसलेला वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी प्रेमाने भरलेला वाटत आहे हे ऐकल्यावर ❤️,love
मी धक्का बसलेला महसूस करत आहे हे ऐकल्यावर 😲,surprise
आज मी चिंताग्रस्त वाटत आहे या बातमीमुळे 😨,fear
मी भावूक वाटत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी खूप उदास महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन ठीक वाटत आहे या क्षणी 😐,neutral
आत्ता मी धक्का बसलेला वाटत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन भीती वाटत आहे महसूस करत आहे या क्षणी 😨,fear
माझे मन खूप प्रेम वाटत आहे वाटत आहे या बातमीमुळे ❤️,love
आत्ता मी चिंताग्रस्त वाटत आहे या परिस्थितीबद्दल 😨,fear
आज मी दुःखी वाटत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी उत्साहित अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आज मी दुःखी वाटत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन सामान्य वाटत आहे या क्षणी 😐,neutral
आत्ता मी खूप संतापलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी खूप संतापलेला वाटत आहे हे ऐकल्यावर 😡,anger
आत्ता मी खुश वाटत आहे या परिस्थितीबद्दल 😀,joy
माझे मन आश्चर्यचकित वाटत आहे हे ऐकल्यावर 😲,surprise
मी चिंताग्रस्त वाटत आहे या क्षणी 😨,fear
आत्ता मी धक्का बसलेला महसूस करत आहे या बातमीमुळे 😲,surprise
आत्ता मी खूप आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
आत्ता मी आश्चर्यचकित महसूस करत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी घाबरलेला अनुभवत आहे या परिस्थितीबद्दल 😨,fear
खरं सांगायचं तर मी प्रेमाने भरलेला महसूस करत आहे आजच्या घटनेबद्दल ❤️,love
आत्ता मी चिडलेला वाटत आहे हे ऐकल्यावर 😡,anger
मी भीती वाटत आहे महसूस करत आहे या बातमीमुळे 😨,fear
आज मी सामान्य वाटत आहे हे ऐकल्यावर 😐,neutral
खरं सांगायचं तर मी उत्साहित वाटत आहे या परिस्थितीबद्दल 😀,joy
मी खूप प्रेम वाटत आहे वाटत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी खुश अनुभवत आहे हे ऐकल्यावर 😀,joy
खरं सांगायचं तर मी आनंदी महसूस करत आहे या क्षणी 😀,joy
माझे मन सामान्य अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन खूप संतापलेला वाटत आहे या बातमीमुळे 😡,anger
आत्ता मी भीती वाटत आहे अनुभवत आहे या बातमीमुळे 😨,fear
आज मी घाबरलेला महसूस करत आहे या बातमीमुळे 😨,fear
आज मी दुःखी अनुभवत आहे या क्षणी 😢,sadness
माझे मन रागावलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
आज मी उत्साहित अनुभवत आहे या क्षणी 😀,joy
आज मी खूप प्रेम वाटत आहे अनुभवत आहे या परिस्थितीबद्दल ❤️,love
खरं सांगायचं तर मी खूप उदास वाटत आहे या बातमीमुळे 😢,sadness
आज मी धक्का बसलेला महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
आत्ता मी घाबरलेला महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी खुश अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
मी उत्साहित अनुभवत आहे हे ऐकल्यावर 😀,joy
आज मी ठीक अनुभवत आहे या क्षणी 😐,neutral
माझे मन घाबरलेला अनुभवत आहे या क्षणी 😨,fear
माझे मन भावूक महसूस करत आहे हे ऐकल्यावर 😢,sadness
मी भीती वाटत आहे वाटत आहे या परिस्थितीबद्दल 😨,fear
मी सामान्य अनुभवत आहे या क्षणी 😐,neutral
मी चिंताग्रस्त अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
मी ठीक महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
खरं सांगायचं तर मी धक्का बसलेला वाटत आहे या परिस्थितीबद्दल 😲,surprise
आत्ता मी चिंताग्रस्त अनुभवत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी चिडलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी ठीक अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन खूप उदास अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
खरं सांगायचं तर मी शांत अनुभवत आहे हे ऐकल्यावर 😐,neutral
मी खूप संतापलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
आज मी खूप प्रेम वाटत आहे महसूस करत आहे हे ऐकल्यावर ❤️,love
खरं सांगायचं तर मी भावूक वाटत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन खुश वाटत आहे या परिस्थितीबद्दल 😀,joy
खरं सांगायचं तर मी धक्का बसलेला वाटत आहे हे ऐकल्यावर 😲,surprise
खरं सांगायचं तर मी रागावलेला अनुभवत आहे या क्षणी 😡,anger
माझे मन दुःखी अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी घाबरलेला अनुभवत आहे या क्षणी 😨,fear
आज मी खूप संतापलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
आत्ता मी चिंताग्रस्त वाटत आहे या बातमीमुळे 😨,fear
मी चिडलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी खुश वाटत आहे या परिस्थितीबद्दल 😀,joy
मी घाबरलेला वाटत आहे आजच्या घटनेबद्दल 😨,fear
आज मी खूप आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
आत्ता मी चिडलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
मी शांत वाटत आहे या बातमीमुळे 😐,neutral
माझे मन खूप उदास वाटत आहे या परिस्थितीबद्दल 😢,sadness
आज मी आश्चर्यचकित महसूस करत आहे या क्षणी 😲,surprise
माझे मन सामान्य महसूस करत आहे या बातमीमुळे 😐,neutral
आज मी घाबरलेला महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन धक्का बसलेला महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
मी आश्चर्यचकित अनुभवत आहे हे ऐकल्यावर 😲,surprise
माझे मन खुश वाटत आहे या क्षणी 😀,joy
खरं सांगायचं तर मी भावूक महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी दुःखी अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी खूप आनंदी वाटत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन खूप उदास वाटत आहे हे ऐकल्यावर 😢,sadness
आज मी खूप प्रेम वाटत आहे महसूस करत आहे या क्षणी ❤️,love
आत्ता मी आश्चर्यचकित वाटत आहे या क्षणी 😲,surprise
मी घाबरलेला महसूस करत आहे हे ऐकल्यावर 😨,fear
मी खुश अनुभवत आहे या बातमीमुळे 😀,joy
आत्ता मी प्रेमाने भरलेला महसूस करत आहे हे ऐकल्यावर ❤️,love
आज मी भीती वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
आत्ता मी धक्का बसलेला अनुभवत आहे हे ऐकल्यावर 😲,surprise
माझे मन आश्चर्यचकित वाटत आहे या क्षणी 😲,surprise
मी आनंदी महसूस करत आहे या क्षणी 😀,joy
माझे मन शांत महसूस करत आहे हे ऐकल्यावर 😐,neutral
खरं सांगायचं तर मी उत्साहित अनुभवत आहे या बातमीमुळे 😀,joy
आत्ता मी आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी दुःखी महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
खरं सांगायचं तर मी उत्साहित वाटत आहे या बातमीमुळे 😀,joy
माझे मन खुश अनुभवत आहे या बातमीमुळे 😀,joy
मी आश्चर्यचकित महसूस करत आहे या क्षणी 😲,surprise
मी आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
खरं सांगायचं तर मी दुःखी महसूस करत आहे या क्षणी 😢,sadness
आज मी आश्चर्यचकित महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
आत्ता मी सामान्य वाटत आहे या परिस्थितीबद्दल 😐,neutral
खरं सांगायचं तर मी आश्चर्यचकित वाटत आहे या बातमीमुळे 😲,surprise
खरं सांगायचं तर मी घाबरलेला महसूस करत आहे हे ऐकल्यावर 😨,fear
माझे मन धक्का बसलेला अनुभवत आहे या बातमीमुळे 😲,surprise
आत्ता मी रागावलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन धक्का बसलेला अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन भावूक वाटत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन चिंताग्रस्त महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी सामान्य वाटत आहे या क्षणी 😐,neutral
मी खूप संतापलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी रागावलेला महसूस करत आहे या क्षणी 😡,anger
माझे मन धक्का बसलेला अनुभवत आहे हे ऐकल्यावर 😲,surprise
माझे मन प्रेमाने भरलेला वाटत आहे या बातमीमुळे ❤️,love
मी ठीक अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन सामान्य महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
आज मी भीती वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी प्रेमाने भरलेला वाटत आहे आजच्या घटनेबद्दल ❤️,love
माझे मन उत्साहित वाटत आहे हे ऐकल्यावर 😀,joy
माझे मन भीती वाटत आहे अनुभवत आहे या परिस्थितीबद्दल 😨,fear
आज मी खूप उदास महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी आश्चर्यचकित वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आत्ता मी ठीक महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
मी खूप आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
मी भीती वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन दुःखी अनुभवत आहे या बातमीमुळे 😢,sadness
माझे मन प्रेमाने भरलेला अनुभवत आहे हे ऐकल्यावर ❤️,love
खरं सांगायचं तर मी खूप संतापलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आज मी प्रेमाने भरलेला महसूस करत आहे हे ऐकल्यावर ❤️,love
आज मी भीती वाटत आहे वाटत आहे या परिस्थितीबद्दल 😨,fear
माझे मन दुःखी वाटत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन धक्का बसलेला महसूस करत आहे या बातमीमुळे 😲,surprise
माझे मन भीती वाटत आहे वाटत आहे या परिस्थितीबद्दल 😨,fear
माझे मन आश्चर्यचकित महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
माझे मन भीती वाटत आहे महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन चिंताग्रस्त वाटत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी भावूक अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
आत्ता मी दुःखी अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
खरं सांगायचं तर मी भीती वाटत आहे महसूस करत आहे या बातमीमुळे 😨,fear
आत्ता मी आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
आज मी खूप संतापलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन उत्साहित वाटत आहे या परिस्थितीबद्दल 😀,joy
मी उत्साहित अनुभवत आहे या परिस्थितीबद्दल 😀,joy
खरं सांगायचं तर मी धक्का बसलेला अनुभवत आहे या बातमीमुळे 😲,surprise
आज मी खुश वाटत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन चिडलेला वाटत आहे या बातमीमुळे 😡,anger
माझे मन खूप उदास महसूस करत आहे या क्षणी 😢,sadness
आज मी ठीक महसूस करत आहे या बातमीमुळे 😐,neutral
माझे मन खूप आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी ठीक वाटत आहे या बातमीमुळे 😐,neutral
खरं सांगायचं तर मी घाबरलेला वाटत आहे या क्षणी 😨,fear
आज मी शांत महसूस करत आहे या क्षणी 😐,neutral
आत्ता मी रागावलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
माझे मन घाबरलेला महसूस करत आहे या बातमीमुळे 😨,fear
माझे मन खूप संतापलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी सामान्य अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी खूप संतापलेला महसूस करत आहे या बातमीमुळे 😡,anger
मी भावूक वाटत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी प्रेमाने भरलेला महसूस करत आहे या परिस्थितीबद्दल ❤️,love
आत्ता मी ठीक अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
मी उत्साहित अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
खरं सांगायचं तर मी घाबरलेला वाटत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी खूप आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी धक्का बसलेला महसूस करत आहे या क्षणी 😲,surprise
खरं सांगायचं तर मी सामान्य महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
खरं सांगायचं तर मी दुःखी वाटत आहे आजच्या घटनेबद्दल 😢,sadness
मी चिंताग्रस्त अनुभवत आहे या परिस्थितीबद्दल 😨,fear
मी भावूक वाटत आहे या बातमीमुळे 😢,sadness
मी धक्का बसलेला अनुभवत आहे या बातमीमुळे 😲,surprise
आत्ता मी खूप उदास वाटत आहे या क्षणी 😢,sadness
मी प्रेमाने भरलेला वाटत आहे या बातमीमुळे ❤️,love
आज मी ठीक महसूस करत आहे या क्षणी 😐,neutral
आज मी घाबरलेला महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी सामान्य वाटत आहे हे ऐकल्यावर 😐,neutral
आज मी खूप उदास महसूस करत आहे या क्षणी 😢,sadness
मी चिंताग्रस्त वाटत आहे हे ऐकल्यावर 😨,fear
आज मी धक्का बसलेला अनुभवत आहे या क्षणी 😲,surprise
आत्ता मी ठीक महसूस करत आहे हे ऐकल्यावर 😐,neutral
आत्ता मी खूप आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
मी शांत महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी खूप संतापलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
आज मी खूप उदास वाटत आहे या क्षणी 😢,sadness
आज मी खूप संतापलेला महसूस करत आहे या क्षणी 😡,anger
मी खूप आनंदी अनुभवत आहे या क्षणी 😀,joy
खरं सांगायचं तर मी धक्का बसलेला वाटत आहे या बातमीमुळे 😲,surprise
आज मी खूप आनंदी महसूस करत आहे या क्षणी 😀,joy
खरं सांगायचं तर मी रागावलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी रागावलेला महसूस करत आहे या बातमीमुळे 😡,anger
आत्ता मी खुश अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
खरं सांगायचं तर मी चिंताग्रस्त महसूस करत आहे हे ऐकल्यावर 😨,fear
आज मी चिंताग्रस्त अनुभवत आहे या बातमीमुळे 😨,fear
आत्ता मी घाबरलेला वाटत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी शांत अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी भीती वाटत आहे महसूस करत आहे या परिस्थितीबद्दल 😨,fear
माझे मन भीती वाटत आहे वाटत आहे या बातमीमुळे 😨,fear
मी सामान्य वाटत आहे या बातमीमुळे 😐,neutral
आज मी धक्का बसलेला महसूस करत आहे हे ऐकल्यावर 😲,surprise
माझे मन खूप उदास अनुभवत आहे हे ऐकल्यावर 😢,sadness
आज मी आनंदी अनुभवत आहे या क्षणी 😀,joy
मी उत्साहित वाटत आहे या परिस्थितीबद्दल 😀,joy
माझे मन दुःखी वाटत आहे या परिस्थितीबद्दल 😢,sadness
आज मी खूप प्रेम वाटत आहे वाटत आहे या बातमीमुळे ❤️,love
आत्ता मी धक्का बसलेला महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
खरं सांगायचं तर मी खूप आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
मी शांत वाटत आहे या क्षणी 😐,neutral
मी खूप उदास अनुभवत आहे या क्षणी 😢,sadness
मी धक्का बसलेला अनुभवत आहे हे ऐकल्यावर 😲,surprise
मी धक्का बसलेला महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
आत्ता मी उत्साहित अनुभवत आहे या बातमीमुळे 😀,joy
मी शांत महसूस करत आहे हे ऐकल्यावर 😐,neutral
