text,emotion,emoji
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
ही गोष्ट खूप चिड आणते 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मी खूप संतापलो आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
मला खूप राग आला आहे 😡,anger,😡
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
काहीतरी वाईट होईल असे वाटते 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
मला भीती वाटत आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
ही परिस्थिती खूप भयानक आहे 😨,fear,😨
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
मी खूप आश्चर्यचकित झालो 😲,surprise,😲
मला याचा खूप धक्का बसला 😲,surprise,😲
हे खूप आश्चर्यकारक आहे 😲,surprise,😲
