text,emotion
i feel like our friendship is damaged,sadness
i feel such love for you and i m contented with my life now,joy
i dont think i could have handled another day of feeling crappy about myself,sadness
i got a good feel for it s overtaking abilities smile the second leg of the trip i let my wife drive and she was also very impressed with it,surprise
i actually post this stupid whining blog post ill feel publicly humiliated and ridiculous,sadness
i am and what i feel and think particularly about this issue i also come from a family of strong men,joy
i no longer have to worry about feeling left out all the time and being unhappy and feeling ugly,sadness
i was disgusted to discover that my girlfriend of few weeks was already fooling around with another guy i was disappointed as the guy was a rogue and i respected my girlfriend,anger
i feel distressed by sleep breath music,fear
i feel as though my life has been pathetic and that i havent amounted to anything,sadness
i have been mostly positive but i do have days where i feel discouraged from the bad side effects of the treatment,sadness
i feel really fab,joy
i discovered that saying those words made me feel more and more optimistic until finally i truly believed things would turn out ok,joy
i sit here feeling like i want to give him everything because loving him gives me everything,love
i feel so glad to be able to spend time in these places i hope these convey something of their mixture of ancient presence amp fragile beauty,joy
i find that by mid march i am so done with my winter diet and feel like i just want to eat some lovely fresh fruit,love
i feel extremely cheated but amused,joy
i cant stop blaming myself and i feel so sorry towards everyone,sadness
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy
i feel productive and useful for at least a few minutes in time,joy
i figure that if i do enough radio appearances it increases the chance that i ll get good at it someday but in anticipation it feels as though i m doomed to the eternal repetition of the futile,sadness
i feel there are three important aspects to education,joy
i woke up cold got out of the shower feeling cold even dried my hair feeling,anger
i feeling so lousy and useless,sadness
when i had to finish those big amounts of homework in time,anger
im sure i will feel fine in the morning,joy
i can go to bed feeling content,joy
i feel heartbroken for not only the loss of such a fantastic genius but for someone who gave me somewhere else to go when i had nowhere else,sadness
im obviously having a very difficult time with this new diagnosis as i feel like all odds are against my sweet tiny little guy,joy
i say compassion which make me willing to return to martyrs whereas i never feel myself eager to play more funny games,joy
i know i ve taken off a significant amount because my clothing size has gone down and i feel better than i have in about two years,joy
i feel relaxed and productive,joy
i suddenly began to feel ashamed,sadness
i just feel lucky,joy
i feel as though i have valuable input that can benefit the congregation as a whole,joy
i love how he makes me feel so intimidated when it comes to music,fear
im just happy fans have had a chance to get a better feel of why i was hesitant to make that deal,fear
i am lonely or i am feeling time ticking by too quickly but there hasn t been a time when those feelings were strong enough to compromise my beliefs,joy
i feel apprehensive about biking rain in hot weather,fear
ive been feeling very disheartened lately and i havent really been feeling up to writing lately,sadness
i left feeling quite brain damaged,sadness
i told emma about her and my ever so kind health coach suggested that i share my causes of cravings handout with my friend but i am feeling generous today so im sharing it with all of you,love
i feel ecstatic amp think everything can be achieved,joy
i cant feel too sympathetic for the humans that get killed by yoma as its merely a part of nature here,love
i have definite signs of a sinus infection and my lungs feel pretty unpleasant too,sadness
i feel like im sinking and i feel helpless and that makes me even more frustrated,sadness
i feel it s very important to let family know what they are going to commit before hand for their own safety,joy
i feel deeply dissatisfied at the most inopportune times as if nothing counts except for my sixty hour work weeks and paying for the house and the mercedes,anger
i feel for him and i know that even though he hated that job he doesn t like the fact that he was basically fired,sadness
i was feeling a bit more lively though not ready to go out yet therefore my dear friend maggie and myself went to a sweet little restaurant that just opened across from her apartment,joy
im feeling impatient with her inability to sit still and veg out in front of thumbelina,anger
i feel jealous of those who have both sets of parents,anger
i still feel as passionate about this cause,joy
i did alright in some and completely screwed up others but the feeling of finally finishing school forever is just amazing,joy
i feel myself hiding from you and i know its because youre dangerous,anger
i know that isnt true but in my anxiety based reality i feel like a mad woman,anger
i feel fearful uneasy or upset over a situation i need to remember that he is faithful,fear
i feel like theres enough going on that i wont be too listless and the times when im free are a blessing,sadness
i feel anxious that im not the person i want to be now and that its going to take time,fear
i can t feel the ache anymore but it s aching i know for sure,sadness
i feel in me sparkle sweet passion aretha love all the hurt away jump to it the jamaica world music festival greatest hits whos zooming who aretha i knew you were waiting for me feat,love
i could feel that summer was losing her battle in fact i admired its last breath,joy
i am hopeful that normalcy is just around the corner grateful for how far i have come and feeling very blessed that although this sucks i am here to write about it,love
i was feeling really cute and happy for church on sunday so i thought itd be a good time to take a belly picture,joy
i can do them but they make me cry and since i didnt feel like feeling defeated i decided to do push ups and figured id still get a good upper body workout in,sadness
i am feeling vigorous like a cajun olympian,joy
im still waiting for my new fairy lights to be delivered but i couldnt wait to get the tree up and make the house feel a little more festive,joy
i feel not nearly as impatient as i expected,anger
i dont know if its just stress or loneliness but i feel irritable alot lately and i hate that,anger
i drove into the premises of the school the feeling was strange,surprise
i can feel her frustration in her vocals and i love how passionate she is,love
i feel more elegant older amp sexier,joy
i have to sit up blow my nose and feel more miserable than ever,sadness
i feel this is a vital tool to you and your personal brand,joy
i really loved the cool feeling on my aching knee,sadness
i go when i m feeling sort of naughty,love
im taking it slow because i feel like its really delicate at this stage and i dont wanna mess ne thing up with either one of them because i do care for both of them a whole lot,love
im feeling very joyful,joy
i feel so jolly b jan,joy
im feeling the reflector la gentle maya verdadero,love
i must admit i felt more nervous than i would feel for a viva exam dissatisfied as usual some god decided to intervene at that point i think coz he signed something n gave them to me,anger
i feel very humiliated angry at myself on those days,sadness
i can no longer do that i feel its just another one of those times where im been convinced of something only for reality to impale me with it,joy
i won t say i m feeling happy but i won t say i m hating life to the max,joy
i look back at the seemingly endless hours i played therapist daily for years to my on the phone and i feel like i ve missed out on a lot,sadness
i am finally catching up to work that ive missed lots of checkpoints for assignments from tomorrow but the feeling of being on top of it all is terrific,joy
im and my early career really started in canada before i was even known in my own country so it feels really sweet to be in winnipeg at the u of w accepting this honour,love
i feel disillusioned the thing that throws the furthest is that i ever had any happy illusions to begin with,sadness
i feel that id just be supporting a drug habit rather than her,love
i feel rich or that i somehow won a prize is that a sign of a shopoholic,joy
i can afford to forgive you if you are emotionally charged and you feel wronged,anger
i go to work and have to use a pc i feel a bit resentful that i am stuck with a dell,anger
i have been working hard to practice gratitude most especially in the moments when i feel overwhelmed by it all,fear
i was feeling deprived i guess,sadness
